index,comment,expression_emoji,label
4697,මෙහෙ දොස්තර ලට බනින්නෙ යකෝ එහෙ දොස්තර කෙනෙක්ගෙ ගෙදර වැඩ කරන එකියක්ද කොහෙද කොහොමත් වැරදිලාවත් ලංකාවට එන්න එපා,😂,0
4698,මෙහෙට එන්න බැරි නිසා තරහා ගිහින් වෙන්න ඇති,😂,0
4699,මෙහෙත් කම්පැනි වල වැඩට එනවා ගෑනු පට්ට කෑලි වගේ උදේට ටිකක් දවල්වෙලා දාඩිය දානකොට මේකප් දියවෙලා එනකොට පේනවා නියම වයස,😂,0
4700,මෙහෙදි කන්න බොන්න නැතුව ඉදල... බෝට්ටුවෙන් ගියපු.. ධීවර කාන්තාවක්... අනුකම්පා ලිස්ට් දාන්න...,😂,2
4701,මෙහෙම අයත් අපේ පාර්ලිමේන්තුවේ හිටියා කියලා හිතනකොට,😂,0
4702,මෙහෙම කට වහගෙන හිටියා නම් එළියට එන්නේ නෑනෙ .,😂,0
4703,මෙහෙම කියලත් අහන්න බැරිනම් අවමඟුල් උත්සව නැතිව පොලිතීන් බෑග් වල වැලලෙමු.,😂,0
4704,මෙහෙම විනාඩි 10 කටවත් ආයි ජෙහාන්ලව දැක්ක ඇති. අපි නිරෝධායනය වෙන ගමන් කූබියෝ තුන්වෙනි වතාවටත් බලලා ඉවර කලා.,😂,0
4705,මෙහෙම හරි කූඹියෝ,😂,0
4706,මෙක ගහපු උන් ලයික් එකක් දගෙන යන්න,😂,0
4707,මෙහෙමයි මචන් බැරි වෙලාවත් ඕක පට්ට විදිහට ගෝඨාට පාඩු උනොත් සීන් එක තිස්ස සර් ක්ලාස් වල උනත් ඔක්සිජන් නැතිව ඉන්න පුලුවන් කියලා උගන්වයි..,😂,0
4708,මෙහෙමවත් කූඹ්යෝ බලන්න ලැබුනට ගොඩක් සතුටුයි..තෙරුවන් සරණයි කූඹ්යෝ team එකට,😂,0
4709,මෙි ගැනි ඉපදුනේ ලංකාවේ නෙමෙයි වෙන්න ඇති,😂,0
4710,මෙි නිර්මාණය හරිම අගේයි. ස්තුතිය ඔබට ..මෙි වාගේ අය අපේ රටෙි වැඩි යෙන්ම ඉන්නේ . පරික්ෂණ කරන්නේ නැති නිසා ආසාදිතයින් ඉන්න පුමානය ගැන හරි අවබොදයක් නෑ ...,😂,0
4711,"මෙි මොහොතේ පාට, පක්ෂ අමතක කරලා මෙි ව්‍යසනයට එරෙහිව හැමෝම එකතු වෙන්න ඔින අවස්ථාවේ මෙි වගෙ උගත් තරුණ දේශපාලකයෙක් මෙි වගෙ පුුකාශයක් කිරිිම වැරදියි . මෙි මොහොතේ ජනාධිපතිතුමා ඇතුළු රජයත් , තිුුවිධ හමුදාවත්, පොලිසියත් ජනතාව ආරක්ෂා කිරිමට ගන්නා උත්සාහය සුලු කොට තැකිය නොහැකිය . එසේ තිබිය දිි ඔබලාගේ පටු දේශපාලන අරමුණු මෙවැනි අවස්ථාවක ඉටුකරගැනීමට යාම කනගාටුදායකය . මෙි මොහොත වන තෙක් කිසිදු ලාංකිකයෙක් කන්න නැතිව මැරුණා කියා අපට දැනගන්නට ලැබිි නැත. එවැනි තත්ත්වයක් තුළ මෙවැනි ජනතාව නොමග යවන පුුකාශ කිරිිම තුළින් ඔබලා හානි කරගන්නේ ඔබලාටමය.",😂,0
4712,මෙි වැඩ පිලිවෙල සාර්තක කරගැනීමට ශක්තිය ලැබෙිවා,😂,0
4713,මෙි හැම දේකටම වඩා මම මගේ රට ආදරයි....⁣එ්ක අම්මා තියන සෙනේහස ව⁣ගේ....(රට කරපු කරවන උන් ගැනම් කලකිරිමක් තියෙන්නෙ )ඒත් මගේ රටට පනවගේ ආදරයි !!,😂,0
4714,මේ අක්කව ගෙනත් ඇමතිකමක් දෙමු,😂,0
4715,මේ අක්කා ලංකව කියන්නේ උතුම් රටක්,😂,0
4716,මේ අනිත් එක්කේනා...,😂,0
4717,මේ අවුරුදු 50 අක්කගෙ රස ඒවා,😂,0
4718,"මේ ඇන්ටි ඉන්නේ නෙමෙයි බන් දිව්‍ය විමානේක , බලපන් හමේ පැහැය අමුතුම නිපොලැක් cut එකක් තියෙනවා,කාරාබු දෙක නවලා ගත්තෝත් මද්දක් ගහතැහැකි ඉතාලී ඌරෝ අල්ලන්න,රත්තරන් කෙස් කලබක් හරෙන් මෙහෙන් ලොන් හැලිච්ච, ඒ මොනවා උනත් ඔයාගේ මුන දැක්කම ඔනේම මිනිහෙක්ට ගොක් කොල පේනගතියක් තියෙනවා ,ඒතරම්ම ලස්සනයි , පරිස්සමින් ඉන්න , ඔය මුස්පෙන්තු මූනයි ,එක එක පිරිමින්ගේ මුහුනු තියෙන ඔයාලගේ බබාලයි අරන් ලන්කාවට එන්න එපා , ඔහෙම මැරෙන්න, ඔන්න මන් කලින්ම සුබ පැතුවා rest in peace , නිදහසේ විවේක ගන්න , විමානේන් බැහැලා ලන්කාවට එන්නනම් එපා හොදේ, විමානේ කොහිල ගාලක් තිබුනොත් සිහින්ව ලියලා දවසට දෙතුන් පාරක් කන්න විවේක ගන්න කලින් ",😂,0
4719,මේ ඇන්ටිගේ ගෙවල් කොහෙද අනේ:,😂,0
4720,මේ ඇන්ටිව ලංකාවට ගේන්නම ඕනේ: හුරතල් කරන්න,😂,0
4721,මේ කට්ටයම එකට වීඩියෝ එකක් කරන්න,😂,0
4722,මේ කථාව අහන්න ඵතූමිය ඉල්ලා සිටින පරිදි හැමෝම සහයෝගය දෙමු,😂,0
4723,මේ කථාවෙත් අඡිත් රෝහන මැතිකුමාගෙ කථාවෙත් දෙකේම ගතයතුතක් තියෙනව සාදාරණ හේතුත් තියෙනව වැරදි වැටහිමක් මතයි මෙය දෙපැත්තට දෝලනය වෙන්නෙ මේ වෛරසයෙන් මිය ගිය කිසිම මරනයක් අතින් නම් අරන් ගෟරව ඇතුව භුමිධානය කරනවාද ආදාහනය කරනවාද හිතාගන්නත් බැරි තැනකයි අද ඉන්නෙ එය නව්රැත් දන්නෙ නැහැ මිනී පෙට්ටියයි එය පටවාගක් වාහනයයි පමනයි අප දකින්නෙ ඕනෙම මරනයක⁣ට ගරැබුහුමන් ලබන්නෙ අවසන්කටයුතු සදහා සරසා පෙට්ටියකබහා යම්තැනක තැබුවයින් පසුවයි ගරැබුහුමන් දෙන්න හැකි වෛරසයක් නෙවෙයි මෙය එයට අවස්ථාවක්ද නැත එය කල නොහැක්කක් අපි මරණයට පත්වෙලා එම්බාන් කර නිවසට මල් ශාලාවෙන් ආවොත් පමනයි නියම ගෟරවයක් ලැබෙන්නෙ ඒනිසය නමට උඩින් මියගිය ගමන් නාමය මරණය වෙන්නෙ මේ අවස්ථාව මේවට කාලය යොදවන අවස්ථාවක් නෙවෙයි.නෙවෙයි.,😂,0
4724,මේ කලෙට ගැලපෙන නියම කාතව ඕබ තුමියට බුදු සරනයි,😂,0
4725,"මේ කැපකිරීම්, වචන ඇත්තෙන්ම ශක්තියක් මැතිනියනි. ඒ වාගේම, ඔය කියන විදිහට රටක් එකට එකතුවෙන්න ඉස්සර වෙලාම රාජ්‍ය යාන්ත්‍රනය හදන්න, සියලු පක්ෂ වලට එකතුවෙන්න පුලුවන් විදිහට. UNP, JVP, TNA සහය ගන්න වැඩ පිලිවෙලක් හදන්න. JVP එකෙන් කරන වැඩත් ප්‍රචාරය කරන්න. UNP එකටත් එන්න කියන්න. එහෙම නැතිව ඔයා මේ අපිට එක් වෙන්න කිව්වාට වැඩක් නැහැ. මිනිස්සු කොහොමත් එකතුවෙනවා. ඔයාලා මේකෙන් දේශපාලනේ නොකරන්න. එතකොට ඇති. මේ වෙලාවේ ඉස්සර ආණ්ඩුව තිබුනානං ඔයාලා බුරන හැටි බලන්න තිබුනනා. එහෙනං මීට වඩා හොද වුනත් විවේචන කරලා, ස්ට්‍රයිකුත් කරලා. මතකනේ ලෙඩ්ඩු මරාගෙන කරපුවා. ඔයාගේ SITEM එකට විරැද්ධව. ඒ නිසා ඉස්සරවෙලා තමා සම්මතයේ පිහිටන්න. ඔය ටිකම කණ්නාඩියක් ඉස්සරට ගිහිල්ලා කියන්න.",😂,0
4726,මේ කොයි එකාද ?,😂,0
4727,"මේ ගරු මන්ත්‍රී තුමෙක්ද යාලුවා, පිටකොටුවේ මුට්ට කර ගහන මිනිස්සුත් රටේ තිබෙන තත්ත්වය තේරුම් අරගෙන ඉන්නෙ. ",😂,0
4728,මේ ගෑනි කතා කරන්නේ සිංහල නෙමෙයි භාෂාව. මේකෙන් කියන්නේ ලංකාව තමයි ලෝකෙන් උතුම්ම රට කියලා,😂,2
4729,මේ ගෑනුකෙනා කියන්නේ සම්පුර්ණ ඇත්ත ළමයි පහම පිනට හම්බ වෙන්න ඇති. මේ මනුෂ්‍යයා හොදින් ඉන්න බවක් අපට පේනවා,😂,0
4730,මේ තරම් .මෙතුමිය .කදුළු පනිනකං කියලත් .නොසැලකිලිමත් වෙනවා කියන්නේ .ඟුටි කෑමට.ඉතා ආසන්නයි...,😂,0
4731,මේ තවත් දොස්තර කෙනෙක්,😂,0
4732,මේ තාත්තනම් ඒ පුතා දිහා බලන එකක් නැ නේ,😂,0
4733,මේ තියරිය මොකද්ද,😂,0
4734,"මේ තීරණාත්මක මොහොතේ මෙම සoවේදී ආයාචනය බුද්ධිමත්ව වටහාගෙන, මේ ව්‍යායාමය සාර්ථක කරගන්න කැප වූ සියළු දෙනාටම කෘතවේදිව අපි හැමෝම හැකි සෑම සහයෝගයක්ම ලබාදෙමු",😂,0
4735,මේ දහම් දිවයිනට නිග්‍රහ කරල කාටවත් හරිගිහින් නම් නෑ..,😂,0
4736,"මේ දැනුවත් කිරීම ඉතා වටිනවා ජනාධිපතිතුමනි, සමාජ ජාලා වල පණ්ඩිතයන් නොයෙක් විස පතුරවමින් ඉන්නවා .... ",😂,0
4737,මේ පණිවිඩය මගේ සමාජය තුළ ගෙන යාමට හැකි තරම් උත්සාහ කරනවා. ඔබට ස්තුතියි,😂,0
4738,මේ පණිවිඩය මේ තරම් ලස්සනට නිර්මාණාත්මකව සමාජගත කරපු හැමෝටම හුගක් පින්!,😂,0
4739,මේ පින්බර රටේ ඔය වගේ අය නැති එක මේ රටේ ජනතාවගේ වාසනාව ....ඔළුව ඇතුලෙ මැටවත් නැහැ ..,😂,0
4740,මේ පිලිබදව අපව නිරන්තරයෙන් තොරතුරු සැපයිම සහ දැනුවත් කිරීම ඉතාම වටිනවා ජනාධිපති තුමනී,😂,0
4741,මේ බනින අයට යන්න ලැබුනොත් නොයන අය රටවෙනුවෙන් මෙහෙම ඉන්න අය අත උස්සන්න බලන්න,😂,0
4742,මේ බලනෝ,😂,0
4743,මේ බලලා මේ බලද්දී 2.5k 3.5k වෙලානෙ,😂,0
4744,මේ භාෂා‍‍වෙන් බහුතරේකට තේරෙයි <3,😂,0
4745,මේ මටද කියන්නෙ,😂,0
4746,මේ මන්ත්රී බංගලාව වෙන්න ඇති....නැත්නම් මල්දෙනියගේ සල්ලි වලින් ගත්ත බංගලාව වෙන්න ඇති....,😂,0
4747,මේ මිනිසුන් ගැන අනුකම්පා වක් ඇති වෙනවා. පව් අප්පා...,😂,0
4748,මේ මිනිසුන් වෙලාවට ගන්න කන්න නැතුව අපේ රට වෙනුවෙන් ඇප කැප වෙන්න මනුස්සයෙක්ට බනින්නෙ තොට මොන හයියක් ඇවිල්ල ද,😂,0
4749,මේ මිනිස්සු දේශපාලන ව කඩේ යන වෙලාවක් නොවෙයි,😂,0
4750,මේ මිනිස්සුන්ගෙ ඔලුව නැතිද කොහෙද,😂,0
4751,මේ මිහරක මොනාද කියවන්නෙ .... මේ ලෝකයටම වෙලා තියෙන දේ පෙනෙන්නෙ නැද්ද ..... රටක් ඉදිරියට යාමට ඒ රටේ මිනිසුන් ජීවත් වෙලා ඉන්න ඕනේ .... මේ යකා කියන දේ කරොත් සමස්තයක් ලාංකික ජනතාව කොරෝනා වෛරසය වැලද ගනී..... අනේ බූරුවෝ කට වහගෙන ගෙදර හිටු........,😂,2
4752,මේ මොකක් හරි යටි කුට්ටූ සීන් එකක් මුගේ..️,😂,0
4753,මේ මොහොතේ සියළු දෙනාම කළයුතු එකම කාර්යය රෝහලට ගිහින් කොරෝනා ආසාදිත රෝගීන් සුවපත් කිරීම පමණක් නොවෙයි.තව තවත් රෝගය ව්‍යාප්ත වීම වළක්වාගැනීම මේ මොහොතේ අත්‍යාවශ්‍ය අවශ්‍යතාවයක්.මේ උත්සාහය ඒ වෙනුවෙන්.මේ සරල සත්‍යයවත් වටහාගත නොහැකි මිනිසුන් සමග වාද කිරීමේ තේරුමක් නැහැ.,😂,0
4754,මේ මෝඩ මිනිස්සුන්ට මොනවා කියන්ඩද තේරෙන්නෙ නෑ,😂,0
4755,මේ මෝඩයින්ට උත්තර දෙන්න ගියාම අපිත් ඒ තත්ත්වයට පත්වෙනවා,😂,0
4756,මේ ලංකාවෙ ඉපදුන මිනිස්සුද දෙයියනේ? තමන්ගෙ අම්මට නේද ඔය බනින්නෙ?,😂,0
4757,මේ ලාංඡන තියාගෙන ඉන්නේ මේගොල්ලෝ නේ භාණ්ඩාගාර බලය තියෙන්නෙත් ඒ ගොල්ලන්ට නමුත් තවමත් ජාතික වැඩ පිළිවෙළක් නැහැ ආහාරයක් සලාකයක් දෙන කතාවක් මේ කවුරුත්ම කියලා නෑ බයිලා කතා වලින් වැඩක් නෑ මිනිස්සුන්ට ඕන කෑම බීම යන්තම් හෝ ජීවත් වෙන්න උජාරු කතා වැඩක් නැත තව මිනිස්සු කිපෙන එක විතරයි වෙන්නෙ,😂,0
4758,මේ වගෙ අක්කිලා හින්දා වැදගත් විදියට ඉතලි ඉන්න අයටත් වහ කන්න හිතෙනව..මෙයා italy born ද,😂,0
4759,මේ වගෙ ලන්කාවට ආදරේ නැති මිනිස්සු මොකටද ලන්කාවට.ඉදපන් අපි කිව්ව ඈ එන්න කියලා.,😂,0
4760,මේ වගේ අයට ලංකාවට එන්න දෙන්න නරකයි මොන හේතුවකටවත්,😂,0
4761,මේ වගේ එවුන් පිටුවහල් කරන්න ඕනේ,😂,0
4762,මේ වගේ මිනිසුන් ඔය රටට ගිහින් තමා ඒ රටත් විනාෂ වි තියෙන්නෙ පවු ලස්සන ජිවිත නමුත් ලොකයේ කොහෙත් ඔය සියලු දෙනා ගියාට ලන්කාවේ ඔයාට ගොලක් දෙ නොලබුනත් අපේ අහිනසක අම්මාට බනින්න එපා එයා අමතක කරන්නත් එපා අදරෙන් ඔයාට පොපුවන් විදියට රැක බලාගන්න ලක්මව අපස කරන්න පා ලොකය ඉදිරියේ අපි වැරදි විදියට හැසිරිම වැරදි .,😂,0
4763,මේ වසංගතය පොඩ්ඩක් පහ වෙනකං ඉන්නෙ.. තමුන් ඉපදුණු මව් බිමට සාප කරන තමාව ලංකාවට ගෙන්වා දඩුවම් කරන හැටි අප දන්නෙමු.,😂,0
4764,"මේ වසංගතය මේ පුංචි දිවයිනෙන් තුරන් කීරිමට ගරු ඔබතුමන් ඇතුලු අපේ ත්‍රිවිධ හමුදාවත්, සියලුම වෛද්‍යවරුන් හෙද හෙදියන් PHI මහත්වරුන් ගන්නා සෑම උත්සාහයක්ම,පියවරක්ම තෙරැවන්ගේ අපිරිමිත ගුණ සමුදායේ බලයෙන් සර්වප්‍රකාරයෙන්ම සාර්ථක වේවා..ඔබ සියලුදෙනාම නිදුක් වේවා..නීරෝගී වේවා.. ",😂,0
4765,මේ වාගෙ ඒවා share කරන්න එපා.,😂,0
4766,මේ වැඩසටහන මූල සිට බැලුව...මේ වචන ටික හදවතටම දැනුන...ඔබ මේ සටන අත් නොහැර ඉදිරියටම යන්න......කිසිවකු ඔබගේ සිත් රිදීමක් සිදුකරන දේ කියා ඇතත් ඒය සමස්ථ රට වෙනුවෙන් අමතක කර අතට ගත් ධඡය බිම නොතබන්න........ඔබ වැනි අය මේ කරන සටන අත් හරින තැන සිට අපේ රට අවසන්...,😂,0
4767,"මේ විදිහට දිවා රෑ අප වෙනුවෙන් කැපකිරීම් කරන ඔබතුමා සමාන කිරීමට ලෝකයේ කිසිම රටක නායකයෙකු නැතැයි මගේ හැඟීම. දළඳා හාමුදුරුවන්ගෙ ආශිර්වාදය , පිහිට ආරක්ෂාව ලැබේවායි ප්‍රාර්ථනා කරන්නෙමි.",😂,0
4768,මේ විශේෂඥ වෛද්‍ය තුමිය කියන කතාව සහතික ඇත්ත,😂,0
4769,මේ විශ්වයේ මම ආදරයම කරන චරිත දෙකක් ! කායික මානසික නීරෝගී සුවය දීර්ඝායුශ ලැබේවා දෙදෙනාටම! ️,😂,0
4770,මේ ව්‍යසනයෙන් රට ගොඩ ගැනීමට ගන්නා ව්‍යායාමය සාර්ථක වේවා! !!!,😂,0
4771,"මේ ව්‍යසනයේදි ඔබතුමා ,අගමැතිතුමා ඇතුළු රජය මැදිහත් වන ආකාරය ගැන අපගේ ප්‍රණාමය .අනිකුත් රටවල් හා සැසදීමේදි අප රට කුඩා වුවත් ගත් ක්‍රියාමාර්ග ප්‍රශංසනීයයි.මානුෂිකයි.",😂,0
4772,මේ ශ්‍රී ලංකාවෙ ඉපදුන කෙනෙක් නෙවෙයි එච්චරයි,😂,0
4773,"මේ සැරේ චන්දෙ දාන්න ගම්පහින් හොද මී හරකෙක් හොය හොයා හිටියේ,,,, මේ ඉන්නේ,,,,",😂,2
4774,"මේ සියලු කරුණු කාරණා දළදා සමිඳු පිහිටෙන් සාර්ථක එකක්ම වේවා ,ඔබතුමාගේ හිතට සැනසිලිදායක පුවත් මවුබිමෙන් දිනපතා ඔබටඇසේවා ඔබට දළදා සමිදු පිහිටයි හැකි ඉක්මනින් මගේ පින්බිමෙන් මේ සියලු උවදුරු දුරු වේවා මව්බිම සැමට සෙත ශාන්තිය උදාවේවා",😂,0
4775,මේ හැමදේම අපි වෙනුවෙන් නේ. සියලු දෙනාම නීරෝගී වේවා! තෙරුවන් සරණයි!,😂,0
4776,මේ.. අපිට දැන් ඉන්නවා හොඳ ජනාදිපති කෙනෙක්.. සුදුස්සන්‍ට වැඩ භාරදීලා තියෙනවා.. ඔයා පාඩුවේ ඉන්න..,😂,0
4777,මේ...ශ්‍රි ලාංකීය ජාතික අභිමානය ...,😂,0
4778,මේක අපිට ජයග්‍රහනය කරන්න පුළුවන්. ජනාධිපතිතුමනි! අපි ඔබ සමගයි.,😂,0
4779,මේක ආතල් එකට අරන් හිනා උන හැමෝටම ඔක්සිජන් අවම ස්වසන ආබාධ ඇති වී...මරනෙන් පසු....උපදින ආත්මයක් ගානේ..පෙරේත උප්පත්තියක් ලබා...අදික පිපාසාවේන් ජලය සොයා යන සෑම විටකම මිරිගුවක් දිස් වී......සසර බිය හා ගහකොළක වටිනාකම දැනේවා....ඔවුන් වැන්න උන් ඔටුවන්ව ඉපදී සහරා ප්ලෑශ් නොව..සහරා වැනි කාන්තාර වල උපදීවා..තවද මේ ගස් හිටවන පිං බලයෙන් ඇතුලු සියලුම සාමාජිකයන්...නිදුක් නිරෝගී වේවා,😂,0
4780,මේක ඇයගේ හැදියාවේ ප්‍රශ්න යක්,😂,0
4781,මේක කලින්ම කරන්න තිබුණා නම් වඩාත් හොඳයි. සෞඛ්‍ය සම්බන්ධ තීරණ ගැනීමේදී සියලු පාර්ශවවල අදහස් විමසා නැවත විමර්ශනය කර ඔබතුමාගේ තීරණ ්‍රියාවේ යොදවන්න. ලෝකයේ කොහෙවත් නැති ෞඛ්‍ය පද්ධතියක් ලංකාවෙ තියෙන්නෙ.,😂,0
4782,"මේක කියනවට සොරි, ඒත් තාත්තාගෙන් අහං එයාව හොස්පිටල් එකෙදිවත් මාරු වෙලා නැද්ද කියල.. ",😂,0
4783,මේක කොහෙද තියෙන්නේ,😂,0
4784,මේක දෙමළ සහ හින්දි වලට සුපිරියට හඬකවාගන්න පුලුවන් නම් අපේ අල්ලපු රටේ මිලියන් ගානක් ජනතාවට ත් දැනුවත් වෙන්න තිබුනා...,😂,0
4785,මේක දෙමළෙනුත් දාන්න බැරිද?,😂,0
4786,මේක දේශපාලන රැස්වීම් නොවෙයි. මිනිසාව වහලෙක් නොව මිනිසක් බව සිතන්න.පලමුව හුස්ම ගන්න.ධෙවනුව කථා කරන්න.,😂,0
4787,මේකා මනුෂ්‍යයෙක්ද?,😂,2
4788,මොකද යකො වෙලා තියෙන්නේ මෙ වෙලාවෙවත් සද්ද නොකර ඉදපල්ලාකොඉබලාට විතරක් විශේෂ ඉල්ලිම් මොනාටද රටක් නිහඩව රජයට සහය වෙනවා මෙ උව දුරෙන් මුළු රටම බෙරාගන්න .උඹ මැරෙන උන් එක්ක වැලලෙන්න යනවා .මැරෙන උන්ව වලලන්න නෙමෙ ජිවත් වෙලා ඉන්න උන්ව ආරක්ෂා කරගන්න කතා කරපන්,😂,2
4789,මොනවා කියන්නද මුල මතක නැති මිනිස්සු,😂,2
4790,මෝඩ,😂,2
4791,මෝඩ යකෙක්,😂,2
4792,මෝඩකම තමයි,😂,2
4793,මෝඩයා,😂,2
4794,යකෝ බඩගින්නට වඩා මැරෙන එක හොදයි ද.තියන විදිහට කොස් පොලොස් අල බතල කාලා හරි මේ වසංගතයෙන් බේරෙන්න ඕන.බඩගින්නේ ඉන්නත් නොමැරී ජිවත් වෙන්න ඕන.ඔයාලට මොකද සල්ලි තියනවා ඔච්චරයි ජනතාව ගැන කැක්කුමනං ඔය තියන සල්ලි වලින් ජනතාවට කන්න අරන් දෙන්න පුලුවන් නේ.මේ වෙලාවෙත් කරන්නේ ජනතාව කුපලප්පු කරන එක.ලෝක ජනගහනයෙන් දෙවනියට ඉන්න ඉන්න ඉන්දියාවත් දැන් රට වහලා.ලෝකෙන් හරි අඩක් දැන් වහලා තියෙන්නේ.,😂,2
4795,ලොකු දෙයක් නැවිත් ඉදපන්,😂,2
4796,ව ර කොබලන්න,😂,2
4797,වල් ඌරා,😂,2
4798,සත්තු,😂,2
4799,සුවර් බොට්ටුවෙන් තමා යන්න ඇත්තේ,😂,2
4800,හරක් හරක්,😂,2
4801,හරි කමක්නැ සල්ලි හම්බ කරා වගේම අකුරක් දෙකක් ඉගෙනගන්න,😂,2
4802,හලෝ මිස්ට ඔයාට ඔලුව වැදිලද,😂,2
4803,හැබැයි සහොදරි ඔයාට මතක නැති උනාට ඔයා එලියට අවේ ලස්සන පුන්චි මේ රටේ දි....,😂,2
4804,හෑයියා,😂,2
4805,තම්බියා,😂,2
4806,මුල් ලමාවිය හරියට සන්වර්දනය නොවීමේ ප්‍රතිඵල,😂,2
4807,මී හරකා,😂,2
4808,මානසික වෛද්‍ය වරයෙකුට යොමු කරන්න,😂,2
4809,බැල්ලියො බිරුවට කදු පාත්වෙන්නෙ නැ .පිස්සො කලබල උනාට දොස්තර කලබල වෙන්නෙ නැ .දැන් එයා බැන්න කියල එයාට ඕන විදිහටද රට ගෙනියන්නේ .රට ගෙනියන්නේ රටේ ඡනාධිපතිට ඕන විදිහට,😂,2
4810,මූන දැක්කම හොදටම පෙනෝ.පොලු වලින් හොදට කාපු විත්තිය,😂,2
4811,ඉපදුන රටට හොදටම ස්තුති කලා,😂,2
4812,බුරැවා.,😂,2
4813,ජාතිවාදය අවුස්සන්නට තැත් කරමින් ගොන් කම ප්‍රදර්ශනය කිරීමෙන් වළකින්න,😂,2
4814,හොඳ බඩු,😂,2
4815,තඩියා,😂,2
4816,නැන්දම්මත් ලග තියාගෙනම බලද්දි තමයි මරු,😂,2
4817,පව් ඉතින් උබට කෙල්ලෙක්වත් නැහැ නේ,😂,2
4818,කැම්පස් එකේ ඉන්නවට වඩා ගෙදරනෙ කොහොමත් ඉන්නෙ,😂,2
4819,පත බූටක් කාලා,😂,2
4820,එතකොට එදා මට බැන්නෙ .....,😂,2
4821,නුඹ නොදන්න කතාවක් මං කියන්නම් මල්ලේ,😂,2
4822,ආච්චිටත් ඕන නැති මංගල්‍යයක් නෑනේ,😂,2
4823,අනෙ මෙ ආච්චි එව ඔනි කාලෙට හැදිල එයි,😂,2
4824,ඒ කාලේ යම්කිසි දෙයක් උනා තමයි,😂,2
4825,ඒ කාලෙ යම්කිසි වැරැද්දක් උනා තමයි ඉතින්,😂,2
4826,ඔයා මෙහෙම ලොකුසීන් දෙන්නෙපා හරිතෙ..,😂,2
4827,අයියේ ඔයාගේ රැප් සිංදු නම් එපා කියලා තියෙනවා ඔයාගෙ ආදරණීය සිංදු ඔක්කොටම මං ගොඩක් ආස කරන කෙනෙක් අයියේ,😂,2
4828,ඌ සියදිවි  නසාගත්තද ඊටපස්සෙ.,😂,2
4829,ඔයා වරදක් කරනවා න0ගි,😂,2
4830,මේ බැල්ලි කොටින්ගේ ගු කනකොට අපහසුවක් දැනුනෙ නැද්ද දන් නැහැ . ඔකිට මිනිහා මැරුනම දැනුන දුකට වඩා දහස් ගුනයක දුකක් දැනෙනවා ඉස්සරහට උපසම්පදාව තියන භික්සුවක් හිරේ යැවුවට ඔකි වැඩියෙන්ම ආදරේ කෙනෙක් ඔකිට නැති වෙනවා වැඩි කල් නොගිහින්,😂,1
4831,මන් ඊයේ මුස්ලිම් ඩෑල් එකක් එක්ක සෙල්ෆියක් ගත්තා සහජීවනේ රැකගෙන ඉදිරියට යන්න ඌ ඒක තාම දාලා නෑ...පරයා,😂,1
4832,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,🤣,2
4833,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,😊,2
4834,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,🥰,2
4835,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,❤️,2
4836,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,🔥,2
4837,.කටින් පුරසාරම් දොඩන අපි සිංහලයො විදියට ලැජ්ජා විය යුතුයි,😡,1
4838,මචන් ඔය මගුල නවත්තලා කොන්දක් තියෙනවානම් පුලුවන්නම් කරලා පෙන්නපන් ඔය දෙසපාලනය කරන අයගෙන් මෙ රටට මොකක්ද වෙලා තියෙන්නෙ කියලා අන්න එදාට උබ නියම කොල්ලෙක්.පුලුවන්නම් කරලා පෙන්නනවාද .,🤣,2
4839,මචන් ඔය මගුල නවත්තලා කොන්දක් තියෙනවානම් පුලුවන්නම් කරලා පෙන්නපන් ඔය දෙසපාලනය කරන අයගෙන් මෙ රටට මොකක්ද වෙලා තියෙන්නෙ කියලා අන්න එදාට උබ නියම කොල්ලෙක්.පුලුවන්නම් කරලා පෙන්නනවාද .,😊,2
4840,මචන් ඔය මගුල නවත්තලා කොන්දක් තියෙනවානම් පුලුවන්නම් කරලා පෙන්නපන් ඔය දෙසපාලනය කරන අයගෙන් මෙ රටට මොකක්ද වෙලා තියෙන්නෙ කියලා අන්න එදාට උබ නියම කොල්ලෙක්.පුලුවන්නම් කරලා පෙන්නනවාද .,🥰,2
4841,මචන් ඔය මගුල නවත්තලා කොන්දක් තියෙනවානම් පුලුවන්නම් කරලා පෙන්නපන් ඔය දෙසපාලනය කරන අයගෙන් මෙ රටට මොකක්ද වෙලා තියෙන්නෙ කියලා අන්න එදාට උබ නියම කොල්ලෙක්.පුලුවන්නම් කරලා පෙන්නනවාද .,❤️,2
4842,මචන් ඔය මගුල නවත්තලා කොන්දක් තියෙනවානම් පුලුවන්නම් කරලා පෙන්නපන් ඔය දෙසපාලනය කරන අයගෙන් මෙ රටට මොකක්ද වෙලා තියෙන්නෙ කියලා අන්න එදාට උබ නියම කොල්ලෙක්.පුලුවන්නම් කරලා පෙන්නනවාද .,🔥,2
